code,name,price,discount,image,discount_image,heart_count,star_rating,date_retrieved
바슈롬,바슈롬 1MONTH -  울트라 근시 (6P),"29,000원",47%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240227_15eaa221f3616515434479162bab5d34ff0f588834c85e49e2fed5c10f604826_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,52,0,2024-06-05
DAVICHLENS,1MONTH 퓨어링 그레이 (2P),"15,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231222_3021475f8014e6f48255e08e039afdf88d1e5bb1f825caf6f750b632628946c8_700x875x02,NA,154,0,2024-06-05
라이트 컬렉션,1MONTH - 라이트 피오라 베이지 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231107_5693d4c94a8d801bcc17d46df91266e609e156a8e77d479a09793c657d6b1936_700x875x02,NA,297,0,2024-06-05
라이트 컬렉션,1MONTH - 라이트 피오라 그레이 (1P),"5,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231107_d328a3b2b1b9b272782b21f15d7bf76feda6f543a6691ea82a8aa0f8165f0095_700x875x02,NA,290,0,2024-06-05
DAVICHLENS,1MONTH 아이딜링 베이지 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2304261807_9978_1.jpg,NA,45,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 프리덤허니 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2305261156_10143.jpg,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,44,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 미스틱 그레이 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121554_8550.jpg,NA,39,0,2024-06-05
DAVICHLENS,1MONTH 미닝 그레이 (2P),"25,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240226_e5fcadca442601a9d2a28012b2d7bc6d03f6b6dad72ebf14921097efd15781ce_700x875x02,NA,41,0,2024-06-05
DAVICHLENS,1DAY 디어비 브라운 (30P),"29,000원",41%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20231031_b14653e2a6e2411fb51b2654b2c44f031cf73b1cede4a06f46a115122ef5093e_700x875x02,https://img.davichmarket.com/image/image-view?type=ICON&id1=20220102_low.png,93,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 멜로우 브라운 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121551_8549.jpg,NA,41,0,2024-06-05
DAVICHLENS,1MONTH 핫세 브라운 (2P),"20,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230801_4fbafe237ba65a2184809578fea6205a782a4284859cc817ae2faade72b2473a_700x875x02,NA,53,0,2024-06-05
DAVICHLENS,1MONTH 리썸 블루 (2P),"20,000원",33%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2304301902_9991_1.jpg,NA,37,0,2024-06-05
DAVICHLENS,1MONTH 뉴스타리 블랙 (2P),"15,000원",NA,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20240126_d6e62d0a56ad8bc05ba642b6bc9e52f2d1e97d2e8638bef2c7079706a0c1d010_700x875x02,NA,80,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 디어 브라운 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121544_8547.jpg,NA,37,0,2024-06-05
DAVICHLENS,1MONTH 리썸 브라운 (2P),"20,000원",33%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230430_9f4541f9773fa918e71683655a49d7a2e6829f9264414155accf374f938e7fd8_735x645x02,NA,37,0,2024-06-05
바슈롬,바슈롬 1DAY - 레이셀 애쉬 바이올렛 (30P),"28,000원",43%,https://img.davichmarket.com/image/image-view?type=GOODSDTL&id1=20230004_G2101121603_8553.jpg,NA,36,0,2024-06-05
